text,score
"apk nya bagus, banyak promo lagii, sering ada gratis ongkirr, wajib install sih kaliann!!!",5
semoga sesui,5
❤️,2
"TOLONG DONG EKSPEDISI NEXT DAY HARUS ADA,JANGAN DI TIADAKAN. KAMI BIASA SERING PAKAI EKSPEDISI NEXT DAY. INI MAKIN PARAH TOKOPEDIA INI YANG EKSPEDISI REGULER SEPERTI EKSPEDISI EKONOMI. SEMINGGU BARU SAMPAI. TOLONG DIKEMBALIKAN SEPERTI DULU DIADAKAN LAGI NEXT DAY. JANGAN BIKIN PELANGGAN KECEWA.",1
Kalo gak niat kasih SOLUSI gak usah nambahin menu tokopedia care...shopee care aja adminnya manusia..yg ini kita malah disuruh ngobrol sama BOT /AI ...,1
Pengiriman sameday sama instant kenapa di hilangin ?,1
Umpan balik,5
GoodJobs,5
"1. Membuka toko /merchant , coba klik tab urutkan , aplikasi langsung crush ""auto close"". 2. Load nya sekarang lemoot yak?",1
"Rusak sih tokopedia, masa gara pake gratis ongkir, rekomendasi tokopedia kurirnya dioper oper , barangnya gajadi sampai dah hadeh. Udah gak lagi lagi beli disini dah, aplikasi dalam negeri malah gini, ya maaf kalo pake aplikasi sebelah, gratis ongkir pun bisa pilih kurirnya bukannya dilempar lempar",1
mantap top,5
bagus,5
moga sampai tujuan. Edit.. pesenannya malah dibatalin sitem 😐😐😐,1
good,5
gak COD,2
"kalau ada promo jangan curang lah , masa pesanan dibatalkan sistem",1
"kacau blnj dsni, org order pilih kurir ny sameday eh seller bs ubah k reguler. rugi bnr blnj dsni",1
udah puluhan tahun belanja di sini ... dr yg murmer sd yg mahal .... emang kadang ada yg kirim nya lama .... tp sejauh ini barang2 tiba dengan baik ....tampilan barang di layar rapi enak dilihat,5
mudah cepat murah bagus terbaik,5
"Baru mencoba, mudah²an cocok...🙏",5
mantap diskonnya beneran gila i love Tokopedia,5
"Cs kurang respon kalo ada. Masalah gx ada solusi ya tolol...bener"" Bodoh sudah sya hubungi moyet Tokopedia abal""",1
"Tokopedia aneh, yang ngasih Promo dia yang ngebatalin sepihak dia juga, udh beberapa kali Cekout barang selalu di batalin sama sistem alasan pemakaian promo terlalu banyak, jadi bikin kerjaan 2x setiap mau cekout barang.",1
"sistem nya makin buruk, gak ada gratis ongkir, label member sudah gk berguna lagi. lama lama pindah keranjang orange. angkut keluarga yg lain jg",1
Beli pulsa susah d proses mahal pula,1
"Pengalaman saya di toko pedia masih baru dan perlu belajar. Saya sarankan ,untuk meningkatkan lagi produk ada dan tersedia ditoko ini. Ini cuman saran aja . Terima kasih. Dan dapat menjangkau seluruh lapisan di seluruh INDONESIA.",5
sangat puas terjangkau,5
Gass banyak promo menarik,5
Mantap,5
"Belanja dari luar pulau paketnya nyasar muter muter keliling pulau Jawa 1 Minggu buntutnya gak ada kabar update. Layanan apa ini. Kita bayar loh pake uang bukan daun atau gratisan. Aplikasi olshop makin menjengkelkan saja, jd malas belanja dsini mana ongkir gk tanggung2 mahal amat...",1
Sangat bermamfaat dan sangat membantu orang banyak,5
cukup mudah,5
mantul TOP,4
"jujur saya kecewa sama sistem Tokopedia,jadi saya pengguna baru Tokopedia dan dapet diskon nah udah dicekout,malah dibatalkan sama sistem udah gitu diskonnya hilang gimana sih kecewa banget pokoknya",1
Setelah aku hapus aplikasi dan install lagi lumayan bisa ada gratis ongkir kalau bisa jangan pakai bahasa inggris lah kalau jawab komplain karena tidak semua orang bisa bahasa inggris,5
"udah sering kali kejadian,order pakai voucer diskon tapi malah gagal karena dibatalkan sistem,udah gitu voucer nya hilang,udah nunggu lama dapetin voucer,makin males beli di sini",1
Rekomendasi kurir kasih yg bener dong kocakkk,1
sangat baik,5
mantap,2
mantab,5
Pengiriman paling lambat asu. Pesanan sudah 4 hari belum juga dianter padahal sudah di kurir . Hah kapok beli di Tokopedia,1
berbelanja di tokopedia sangat mudah dengan begitu bnyak cara pembayarannya..pokoknya toko pedia sukses selalu kedepannya..,5
sangat memuaskan belanja di tokped banyak promo makasih ya sangat membantu 🙏,5
Good,5
Ngapain kau ikuti sistem seperti shopee?? Payah 👎 Gak ada bedanya,1
"mata lebih nyaman dengan tampilan disini dibanding oren, tapi promo lebih banyak disana",5
bagus,5
"Bisa ga fungsi shake-shake di hilangin aja udah, kan udah ga ada promonya Tiap gerak dikit hp dikira mau shake2 capek",2
belanja hemat,5
barang ok,5
mantap..kasih saya voucher min 😂,5
Bug banyak banget.,1
top,5
mantap pokoknya,5
mantap,5
"jelek bnget aplikasinya, udh bayar masa di batalkan sistem",1
oke,5
Kenapa daftarnya susah sii selalu gagal😭,5
"penipuan, pembelian pasti dibatalkan saat memakai promo",1
belum menerima paket,3
banyak diskon😘,5
sangat baik,4
ok,5
"Sudah sangat bagus sekarang,fasilitasnya sudah bisa dinikmati.Terima kasih",5
tempat belanja elektronik terbaik,5
gabisa verivikasi umur pdhal di udh make ktp,3
Gajelas tolol pin aja susah di buat,1
"Pake tokped sudah lama .tp semakin kesini semakin berantakn dari pengiriman sampai penyelesaian komplain. . komplain ke tokped sekarang bener"" ga di respon . Pada pindah dari pada nyesel belanja di tokped kacau",1
Nice,5
mantab sekali,5
selalu tidak bisa masuk,2
keren,4
bagus sekali aplikasi nyah,5
minta tolong itu nama penerima paket tidak usah pake bintang bintang.... bikin pusing,4
"pelit promo, pesanan ku di batalkan sistem dgn alasan kebijakan blablabla , emang iya uang nya kembali tapi tidak untuk promonya, promonya hangus saat pesanan di batalkan sistem, kalo pelit promo gausah embel embel bikin konsumen berharap, dasar aplikasi pelit",1
promo buat pengguna baru gabisa dipakai. promo yg lain jg gabisa,1
awal penggunaan okelah,4
Gk bisa ditautin ke gopay dll,2
Bagus dan sangat bisa di andalkan,5
Buwagussss,5
"tolong kalau beli barang tuh ,,,mau satu /2,,,harus di layani dengan sopan dong,,ini kalau beli banyak bru fre ongkir,,,",5
Sangat membantu,5
Ok,5
coba,5
ok,5
semua,5
"tope cba lah transportasi jngn pki jne atau j&t transportasi lemot lelet siput,,,cba kyk shoppy transportasi kasi jempol",1
mudah dan cepat,5
"Barang ga sampe2, apa krn diskon ongkir ya?",1
ok banget,5
Sistemnya tolol pengguna setia malah ga bisa pake vocer idiot banget mendingsopi dah,1
Mayanla selama pemakaian tokopedia,5
oke,5
Aplikasi kg jelas pesenan di cancel sama sistem proses refund lama+ dh komplen ke pusat bantuan tetep aj kg jelas bikin kapok mending di sebelah,1
mantap,5
saya kasi bintang satu soalnya saya beli barang kemarin d tipu,1
mantap,5
goodjob,5
Gratis ongkir sekarang gak Ada terus paket mahal mahal gak kaya shopee murah meriah saya beralih ke shopee deh,1
layanan sangat Bagus,4
oke good,5
memudahkan segala hal,5
Makin kesini makin kesana vocher udh ga wort it utk pengguna lama.. Vocher2 hanya untuk pengguna baru jadi males pake tokped lagi jadi lebih mahal.,2
Mantaap,5
bgus,5
Bagus si kadang eror waktu mw liat foto review,3
Pesen pakai gojek instan ..malah masuk sameday...SAYA BAYAR UNTUK INSTAN...karena butuh barangnya,1
Tokopedia kagak bisa apa dikasih itu diskon gratis ongkir ya sudah dikasih tapi kan nggak cukup pedia sumpah sakit banget hati sama Tokopedia ini kata bisa nggak sih COD,4
mantaap,5
Setelah bertahun tahun pake tokped akhirnya memutuskan untuk delete apknya dan berhenti memakainya karna CS tokopedia ga ada respon sama sekali terkait orderan yang bermasalah/komplain. Sekelas ecomerce terbesar di indo tapi pelayanan cs nya sampah banget,1
Banyak event menarik disetiap minggu dan setiap bulannya dengan harga produk yang kompetitif dan lumayan lengkap. Saran utk jasa pengirimannya utk estimasi tiba lbh diperhatikan dan tdk merubah tanggal estimasi tiba dari jadwal yg pertama dirilis utk kenyamanan pengguna kedepannya.,5
Bismillah kita dukung Unicron 2 asli Indonesia,5
semoga amanah,5
Semuanya sudah bagus tapi sayang respon dan penanganan ada masalah terlalu lama.,2
Ok,4
puas puas puas,5
terimakasih,4
Pesanan sering di batalkan pengiriman lama,1
ok,5
aku cinta Indonesia.,5
"kapitalis anjir, gopay later sebelum nya cicilan 2% tiba-tiba naik jadi 4%",1
Aplikasi macam apa ini...tiba tiba pesanan dibatalkan sistem,1
ok,5
"limit gopay paylater naik tapi tiba"" diblokir padahal gak pernah telat bayar",1
mantab,5
mantap,5
kurirnya rese2!!,1
semoga saya di berikan promo 1k 😘,5
"Boot TANYA pada tokopedia care kurang cerdas dan hanya memperlambat proses pelaporan, adminnya juga lambat dan suka tiba2 'kabur' keluar chat saat proses pengajuan masalah",1
ok,5
Oke dlm pelayanan,5
Terpercaya,5
the best aplikasi,5
"oke, bagus",5
mudah2an pengiriman cepet,5
ok,5
"Tokopedia bikin ribet,,mau beli produk pakai kredivo malahan ditolak dan pengembalian dana malahan kegopay sedangkan no akun gopay sm tokped beda jd nggak bisa cair,, lewat cs malahan muter2 pertanyaan,,",1
ga jelas mana kupon pengguna barunya😡,2
"semenjak ada batas respon, sekarang pelayanan makin lambat, tunggu konfirmasi ajah bisa sehari, tunggu di prosesnya seharian juga belom lagi proses pengiriman. Ditambah lagi wajib asuransi yang sangat besar, makin parah toped sekarang 👎👎",1
Online shop paling bagus dari dulu 👍🏻,5
"semenjak di update jadi lemot, barang ghoib, notif pesan kirim kode otp muluan dan pesan chat dengan seller tidak bisa dihapus",2
toped pilih pilih dalam memberikan diskon..hijrah ke chopee,3
"Buat pin nya ribet banget bngstt,",1
menyenangkan sekali,5
Mantap,5
Toko Pedis emang keren .. saya baru pertama order di sini .. makasih banyak semoga tambah berkah dan sukses 🤲,5
semoga kali ini dapat 🫰,5
"Untuk pengembang ,tolong adakan fitur customer bisa memblok toko2 yang tidak responsif. misal orderan hanya berstatus proses tapi tidak ada kelanjutannya sampai di batalkan oleh sitem. padahal jika penjual tidak ada stok atau barang habis harusnya bisa segera membatalkan ,dana juga lansung balik dan customer bisa beli di toko lain. rata2 penjual tidak mau performa toko nya jelek jadi tidak mau membatalakan orderan ditunggu sampe di batalkan sistem.di chat ga di balas bikin dongkol tau ga 🤧🤧",5
Diskon sampai dengan 30k tiap hari,5
ok,5
mantap,5
mantap,5
Nyaman,5
Bagus,5
pengiriman gk jelas udah sampai dikota sendiri malah balik ke kota sidoarjo trus madiun.,2
Bagus tapi masi dapat ongkir nya😭,4
ok,4
"Kok gak bisa dibuka, kenapa ya ? Padahal baru ada sisa saldo 500ribu.Sampe sekarang gak bisa dibuka.Khawatir saldonya hilang",1
"pada akhirnya saya harus meninggalkan aplikasi ini meski sudah lama dan jadi langganan karena mengingat ingin ikut membesarkan produk bangsa,namun akhir-akhir ini layanan semakin tidak berkualitas,tidak bisa pilih kurir sehingga barang yang biasanya sampai dalam 3-4hari sekarang sampai 3minggu belum juga sampai,jadi selama manajemen tokopedia tidak bisa memperbaiki ini maka hanya soal waktu aplikasi ini akan jadi artefak. bisakah kalian memperbaiki diri?",3
mantap,5
"Saya ga ngerti, kenapa setelah di update apk nya malah ga bisa dibuka tolong diperbaiki",3
Sya penguna baru gak ada tuh promo kayak punya adek saya🤦😅,1
sungguh sangat bagus,5
Email saya saya tutup untuk ditautkan ke akun yang lain eh malah ditutup permanen dan tak bisa dipakai lagi Bagaimana mau usaha kalo kayak gini aturanya....akun yang dihapus mandiri tidak bisa digunakan lagi..... Apa ada hal yang bisa membantu,1
Sangat membantu dan sangat memuaskan,5
Perbaiki tidak bisa di filter barang. Selalu balik,3
"aplikasi gaje, saya sudah pesan lebih dari 5 kali malah dibatalin sistem katanya promo tidak berlaku, ga dipake promo pun juga dibatalin padahal saya adalah pengguna baru, mending ke apk sebelah🙄",1
saldo aman dan sangat mudah di gunakan atau di pindahkan ke rekening Bank,5
Aku suka belanja di sini krn mudah,4
"bener2 membantu buat kebutuhan ibu2 rumah tangga dengan banyk promo,, sukses terus buat tokopedia",5
Sangat membantu,5
nice,5
Berbagai kebutuhan,5
Rekomendasi,5
"Bug saat klik filter (rekomendasi, harga tertinggi, harga terendah) tiba2 layar hp putih (ngeblank) terus balik ke menu awal.",1
"Setelah update terbaru, aplikasi tidak dapat terbuka, tampilan layar hanya screen berwarna putih",1
Tokopedia Tokcer,5
makasih tokoh pedia selalu gratis ongkir,5
Produk nya lengkap,5
klo barangnya yang aku pesan bagus nanti aku baru kasi bintang 5,4
"Sampah , udah matiin fitur berlangganan Otomatis PLUS , tapi saldo gopay ttep dipotong buat berlangganan, kaya percuma itu fitur dimatiin , ttep aja dipaksa berlangganan PLUS sma pihak tokpednya , promo PLUS juga ngga ada bagus² nya , ngga semua toko juga ada gratis ongkir dari PLUS nya",1
belum tau lebih jauhnya,4
"Sayangnya toko pedia tidak seperti shopee yang ada cicilan 0% padahal saya suka belanja di toko pedia , cuman fiturnya kurang",4
banyak promonya. recomended,5
"Tetep saya kasi bintang 5, ada tapinya ne, kenapa berat ya buka aplikasi nya, lumayan sabar buka tutup aplikasi nya. Aga susah cek out jadinya, sinyal hp sy full, posisi sy tinggal lumayan untuk 4/5G nya, ayo tingkatkan dong.",5
top markotop,5
"Penanganan indikasi Pencurian dari pihak pembeli Melalui Metode Pembayaran COD sangat Alot, Dana saya Ditahan, padahal Solusi sudah terselesaikan, dan Dana Akan Diteruskan ke Pihak Penjual, Koordinasi ke Pihak Kurir tentang Pembayaran COD sangat Lambat, Muak Berjualan di APK ini, DANA DITAHAN = KEHILANGAN BARANG DAGANGAN",1
maaf min ko aplikasi saya nggk bisa ke buka ya,5
sangat mantap,5
"Akun tidak bisa menggunakan free ongkir, beberapa kali pesan barang saat sale tiba² langsung dibatalkan oleh sistem.",1
keren..recommended,5
Ongkir mahal gila 40k up. Pengen cepet naik haji lu. Sering belanja bukannya dapet gratis ongkir tapi pake kupon ga pake kupon sama aja tetep mahal banget ongkirnya stres lu,1
"Sangat membantu buat mencari barang, promonya asyiiik.. Jadi jatuh hati sama tokopedia",5
keren,4
ok,5
Mantagff,4
Ok,5
"Udah update malah terjadi bug, aplikasi tidak bisa dibuka",4
gak bisa dibuka,1
Mantap keren semoga menjadi langganan terbaik di tokopedia ☺🙏,5
sangat bagus,4
"Setelah di upgrade kenapa jadi blank tidak bisa di akses? Saya chat via browser tidak ada jawaban, mohon solusinya",1
Oke,5
ok,5
"padahal aku sudah lama sekali langganan di aplikasi ini tapi cicilan belanja ku di Tokopedia di hapus,ga dapet limit pinjaman belanja lagi, jadinya aku pindah aplikasi lain sementara belum dapat limit pinjaman,",2
Tombol alamat setuju nya tidak bisa di pencet,1
semoga terpercaya,5
"PENIPU❗ 1. kna jebakan FLASH SALE 12.12 CO Lampu philips Multipack LED 7w (5 Des_ 8 AM). Dana dipotong saat payment, tp Transaksi langsung DIBATALKAN SYSTEM, padahal SALEnya trus berjalan, jd sy CO smp 3x (GAGAL smw). Anehnya dana dikembalikan tak full, tetap dipotong jasa Aplikasi & admin Bank. Caranya raup dana Pembeli super LICIK❗ 2. Komplain RETURE sangat Lambat pembeli harus order jasa kurir sndiri, smentara CS tak respon kolom Diskusi. ⚠️FIX TUTUP AKUN INI Pantas Lbih rame si Orange❗",1
"Verifikasi untuk membeli barang ""dewasa"" spt pod, vape dll error muluu",1
Perubahan penggunaan voucher Perubahan yg baru bikin kesel 😡😡 karena lebih rumit dalam penggunaan voucher diskon nya. Voucher tidak muncul otomatis seperti sebelumnya. Klo bikin kesel seperti ini sih mendingan belanja di aplikasi sebelah yg penggunaan voucher diskon nya lebih mudah.,1
godd,3
ka bagi kode voucher Tokopedia dong mau checkout niiiiiiiiiii,5
mantap,5
"Setiap beli di sini , lama banget sampenya ,,, statusnya sudah di kurir terus di balikin lagi, terus di kurir lagi,, jadi kaya muter2 aja tuh barang ga sampe2..",1
ujicoba,5
mantapp,5
Sering keluar tiba tiba kaga jelas 👎👎,1
"Kecewa sama aplikasi Tokopedia, habis di-update bukannya bagus malah aplikasi ga bisa dibuka cuma muncul layar putih padahal ini saya masih ada paket yang belum sampe. Tolong segera diperbaiki!! Terus ini solusinya gimana ya?",1
ok,5
"Setelah update ke versi 3293 malah ga bs dibuka, gimana ini 😢",2
Kecewa aplikasi ga bisa di percaya banyak nipu nya. Gak jelas ini dah di bayar tapi barang ga sampai. Di chat yg balas boot,1
bagus,5
"Jadi gini, percayalah, aplikasi yg membodohi. Misal harga 60.000 dapat promo jadi 30.000 sudah kepotong embel2 ongkir dll.. Nah barang tersebut gak bisa COD, dan bisanya di tranfer, tapi begitu ditransfer DIBATALKAN !! Akun istri dan akun pribadi ku, SAMA AJA. FAXE!!",1
"sering pas beli tapi dikembalikan lagi duit,ga bisa beli",1
bagus sangaat membantu,5
"Aplikasi tolol, sedang lagi dibutuhin malah gabisa dipake paylater nya padahal gapernah telat bayar.. Dan limitnya masih gede",1
Aplikasi hbis di update jdi ngeblank ajaj.,1
promo sering dibatalkan sistem sudah sering terjadi,1
Bagaimana cara hapus akun tersambung ke tiktok.. Karena tidak ada tombol hapus,1
Mantap,5
Top Bosqu,5
"Tolol, limit 5 juta masa gabisa dipake ...aplikasi sampah",1
baguss,5
Mantaaaaps,5
Kupon Special untuk Kamu kok sekarang tidak ada?,1
Aplikasi yang mantap 👍👍👍 Dapat memenuhi semua kebutuhan.!!,5
Cara pengembalian dana transfernya ribet kenapa ga di permudah aja,1
"Parah. Setelah diupdate, aplikasinya malah ngeblank putih gitu. Ditungguin sampek setengah jam juga gak ngaruh. Tetap aja putih kosong. Pecat aja IT nya kalo msh nggak bisa perbaiki bug!",1
cpat tepat cuma kurang promo,4
"Ribet, bikin pusing, minta saran dan solusi cepat malah belibet bukan nya kelar malah bikin emosi doang, kecewa padahal baru nyoba siapa tau dapat momen lebih baik gitu.. Ehh kagak",1
"Nge lag padahal ram hp aman, g kebuka samsek. Minta tolong k mana ya",5
Suka ngBLANK putih...,5
Keren mantap 🥰,5
top markotop lah...,5
baguss,5
"Lelet lemot, error, mau milih pembayaran tidak bisa, entah kenapa beda sama apk sebelah padahal wifi/paket data saya tidak ada masalah jaringan tp kenapa di apk nya tidak bisa",1
Ada yang tidak bisa dubeli seperti liquid vapor rokok elektrik,1
belanja di tokopedia lewat gopay rasanya ngirit..dpt diskon ongkir...,5
"Gak bisa masuk ke aplikasi padahal sudah di update, nohon segera perbaiki",1
puas,5
mantap,5
apk nya mantapp,5
bagus,5
untuk saldo penjualan tolong di percepat pencairannya. kami yg modal kecil kasian mau mutar modal susah. gimana mau berkembang untuk pencairannya butuh 2 dan 4 hari... toko online bahkan bisa hitungan jam doang. gimana mau berkembang aplikasi mu untuk hal sepeleh tidak ada perkembangannya.,2
Di hp yg ini tokped seperti biasa tp di hp yg lain setelah update koq putih semua. Kalo tokped diklik putih semua tanpa icon apa2 harus gimana supaya bisa normal lagi?,1
habis update malah layar blank putih,2
Kenapa tokped ga bisa di buka dan ngeblank? Apakah ada pemeliharaan sistem ?,4
"berbelanja menjadi mudah dan cepat,terima kasih tokopedia",5
ok,5
cek,4
"konyol gak bisa dibuka aplikasinya, blank aja putih",1
"promo pengguna baru tidak berguna sama sekali selalu dibatalkan sama penjualnya, mending pakai shopee",1
cok njaran error teruss,1
good,5
bagus banyak discount,5
"Update aplikasi 12.12 sangat buruk di hp saya, halaman utama aplikasi tidak muncul, mengecewakan, nyesel saya sudah meng-update aplikasi Tokopedia.",1
Knp tokopedia bsa mgambil saldo dana sya pdahal sy g ad aplikasi toko pedia cuma in daunlod krn sy kcwa krn saldo dana sya habis diambil tokopedia,1
"Males belanja lgi di tokopedia,pesanan sudah melebihi estimasi belum nyampe juga,sudah di komplain dan sudah 7 hari kasus belum jga beres barang gk datang uang hilang,mending beli di shope barang cepet nyampe komplaon cepet di respon",1
Belanja aman dapat dipercaya,5
sangat bagus apk nya,5
Bagus,5
"Setelah update, aplikasi tidak dapat dibuka",1
Sering kali kurir rekomendasi sangat lambat,1
PELIT,1
"Kenapa setelah update terbaru,saya tidak bisa buka aplikasi Tokopedia. Hp saya Oppo Reno 11 pro. Mohon pencerahannya.",2
Aneh habis update jadi gak bisa d buka bleng putih ajah ini gmna,5
ok,5
"Aplikasinya tidak bisa digunakkan setelah update terakhir, hanya blank hitam",2
Di update mlh kgak kbka,1
Pengembalian gopay lama sekali,1
mantuuuul,5
sangat membantu,5
"Ekspedisi pake si cepat ,,, kagak Sampek tujuan tuh paket",1
Updatenya maksa,5
mantap,5
Buruk Tokopedia jasa kirimnya kalah sama app sebelah gk professional sama skali pelayanan khususny jasa kirim dan CS,1
Aplikasi sampah! Ribet mau login juga,1
mudah proses transaksinya... semoga setiap transaksi toko nya sesuai dengan deskripsi barang .. terimakasih tokopedia,5
terlalu sering terjadinya keterlambatan dalam pengiriman... tolong diperbaiki hubungan dengan kurir yang tercantum.... kalo tidak bisa on scedule jangan kasih estimasi kedatangan barang.... makin parah aja sekarang,3
Bagus .,5
"Saya SANGAT kecewa dengan kerjasama tiktok × tokped baru baru ini, Why? karena lagi-lagi masalah privasi, dan tiktok/bytedance kan dari China, saya tidak mau informasi pribadi saya diperjualbelikan ke CCP Dan beberapa bulan kemudian itu pun terbukti, banyak bgt komponen bytedance di dalam apk nya 🤮🤮🤮",1
"Ini knpa yaaaaaaaaah ,, liat barang cuman gambar doang keamna tylisananya depkrisi nya gax ada Barusan di update , malah jadi putih doang bank",5
Mohon perbaikannya aplikasi mengalami blank screen ketika dibuka,4
Kebanyakan notif iklan dari aplikasi dan iklan dari random seller. Jauh terasa mengganggu sekarang,1
"Mantap aplikasinya, promonya diperbanyak, terutama utk cahsback/diskon, O y, apa hari ini ada gangguan ya di aplikasinya,karna tidak bisa dibuka",4
mantap,5
Akan lebih OK jika cicilan tokopedia card bisa sampai dengan 24 bulan.,3
"Update 08 des 2024, aplikasi tokopedia tidak bisa dibuka melalui hp infinix gt10 pro",1
10 hari saya tunggu paket nggak dateng dateng,1
"Ngasih bintang 5 biar kebaca pihak tokped, tolong bintang dan saran buat kurir di kasih agar kita bisa kasih bintang dan saran bagaimana pengantarannya karna saya uda dua kali terima kurir yang tiba tiba nyelonong masuk rumah saya, kedua setiap saya pesen sesuatu pake voucher pasti pesanan saya gak di kirim sama tokonya di chat pura pura gak diliat, parahnya vouchernya gak di balikin sama tokped padahal uda di batalkan dari pihak tokped",5
Sering belanja di sini Kebanyakan bermasalah di pengiriman semua Lemot parah Ga jarang gw belanja barengan di Tokopedia dan lapak sebelah Dan hasilnya bener banget lebih cepat lapak sebelah padahal kota penjual udah gw cek sama tapi nyampenya tetep lebih lemot di Tokopedia Pilihan kurirnya yang bermasalah semua disini Bahkan ekspedisi yang akan tutup tetep aja di rekomendasikan hasilnya ya itu karena mereka kekurangan orang jadi paketnya nyampenya telat,2
Tetap Di Jaga Aplikasi Toko Pedia Jgn Sampai Nama Tersebut Jelek Semuanya,5
Tolong tambahkan metode pembayaran by qris dong kak.. Terimakasih dan tambah sukses selalu.,5
murah sekale,5
mantaaaapppppp😍😍😍😍,5
happy shoping,5
Voucher nya abal2,1
👍🏼⭐⭐⭐⭐⭐,5
Alhamdulillah cepet respon,5
keren,5
prosesnya sangat cepat dan mudah,5
App penipu ada diskon di cekout malah gagal..auto unistal,1
semoga bermanfaat dan lancar sukses selalu,5
mantap,5
pengiriman cepat dan barang sesui deskripsi,5
Ini tokopedia knp ya ? Hbs diupdate kok aplikasi mlh cuman layar hitam doang & tidak muncul menu apa²... Hbs clear cache jg masih tidak berubah,1
udah hampir 4 tahun sy pakai Tokopedia semoga amanah teruss,5
"Sorry aja ngaish bintang segini. Sebenernya aplikasi bagus, diskon nya Menarik, dan ramah ramah toko nya. Cuman karena kurir nya no respon or telpon, gak bisa lihat posisi, dan terlalu terburu-buru membuat kurir nya jadi kurang bagus. Hari ke 1-10 pemakaian Alhamdulillah gak ada kendala. Tapi sejak memasuki bulan Desember. Selalu saja ada masalah dari pihak kurir. Semoga bisa di perbaiki permasalahan nya",1
Aflikasi nya sangat buruk suka keluar sendiri,1
Aplikasi yg Bagus Blanja LBH Mudah Cepat & Aman,5
bagus banget,5
Jelek,1
Ok,5
bagus pengiriman barang lengkap. Banyak yang ori,5
Penyerahan dana nya sebentar banget jarak waktunya dengan barang sampai. Ga kayak di shopee lebih lama jadi lebih enak kalo misalkan ada kerusakan jadi bisa dicari tau dulu. Saran coba diperpanjang durasi penyerahan dana ke penjual,1
Buat pin ribet aman cok,1
per tgl 8 des 2024 app Tokopedia tidak bisa di akses.,5
Ok,5
simpel proses belanja ga ribet,5
Dari install aplikasi Tokopedia pertama sampai saya uninstall tanggal 7 Desember 2024 belum pernah melakukan transaksi menggunakan Tokopedia. Dan dari semenjak saya uninstall saya sering sekali menerima SMS pemberitahuan kode OTP. Sedangkan aplikasi Tokped di HP saya sudah tidak ada. Mohon jangan disalah gunakan data saya. Terima kasih,1
"Mulai gk jelas dari segi pengiriman nya, Masa barang blom di terima sama pembeli, sama kurir udah di selesai kan/barang sudah di terima yk bersangkutan",2
Saya mau buka toko malah gak bisa,3
gajelas banget udah di co tiba tiba di batalin sama platfrom mentang² gua dapet diskon pengguna baru di batalin seenaknya kalo emang kaga niat ngasih diskon kaga usa di Adain kocak,1
"Opssinal up date nya mengganggu aplikasi ketika digunakan ,.................",3
"uang ku gk di kembalikan, udah 3 hari gak di kirim² barang nya, ini toko apa woi",1
"Tadinya saya dapat promo yang besar, tetapi setelah saya top up saldo Gopay, promonya mendadak jadi kecil. Ada juga kupon lain yang tersedia tetapi tidak dapat digunakan padahal sudah memenuhi persyaratan.",1
ini kenapa lg tokped...aplikasinya gabs dibuka..cm lyar putih aja yg ada..dah bolak2ik buka apl tokped msh blm kbuka...knp ini knp dg tokped...tar klo ga kbayar tepat waktu kita lg yg salah pdhl apl nya gbs kbuka dan sangat ngeselin...,2
Min tau gak gojo nya jadi kiko,5
"terimakasih Tokopedia,barang bagus serta berkualitas",5
Setelah update ko jadi ngeblank putih,1
Sip lah,5
Ini gimana si?? Di update malah pas masuk jadi layar putih doang stack!?!?!? Gak jelas asu mana gw lg CO lagi!!,2
Mohon aplikasinya cepat diperbaiki saya baru update tgl 8 des 24 app tokopedia nya blank hitam saya pake hp samsung a14. Terimakasih. Dan mohon cepat di perbaiki karena ada belanjaan saya yg harus di konfirmasi,4
"Kecew berat saya pelanggan setia tokopedia dari tahun 2019 barang saya hilang di kurir posisi masih di jakarta,beli tgl 25 nov -8 des, duit saya kagak dibalikin tokopedia, suruh nunggu lagi,tapi kagak ada deadline batas waktu sengaja biar bikin hilang sendiri tanpa ada kejelasan",1
kenapa setelah pembaruan aplikasi gak bisa kebuka gak muncul,5
Min kok ngeblank? Dari smlm🤔,5
Kaos Blackpink Wolb Tour Born pink Hitam,1
good,5
pertama belanja di toko pedia,5
sip well detail bagus respon nya tanggap,5
puas pake tokped,5
"Simple, mudah dan aman",5
"Ini sehabis di update, kenapa malah blank screen di page home dan gak muncul apa apa?",3
mudah dan cepat,5
Ini kenapa tidak bisa dibuka ya setelah update mohon diperbaiki 🙏,3
Lanjut penting,5
It oke,5
Membantu Memudahkan,4
Banned permanen,1
"kesekian kalinya belanja dpt masalah sma oknum kurir sicepat dh pengiriman lama,gajelas jg tuh kurir ditanya kbnyakan alasan,sy harap tokped bs merubah gratis ongkir kurir rekomendasi dengan cara qt sendiri sebagai pembeli memilih kurir yg benar-benar amanah,jujur terkait masalah komplain yg saya alami kemarin dan dapat di sesuaikan kecepatan pengirimannya ,agar tdk terjadi kegaduhan di kalangan masyarakat mudah""an aspirasi sya didengar karena sya jg pengguna setia tokped,terima kasih",3
bagus,5
sangat menyenangkan belanja d Tokopedia,5
tokopedia selalu di hati 💕,5
"Pelayanan buruk sekali, saya bayar same day malah tidak tepat waktu sangat mengecewakan sekali",1
info barang bekas gampang wkwkw,5
sangat bagus,5
Bintang 1 ini layak kalian dapatkan. Karena iklan pop-up kalian sangat mengganggu!!!.,4
good,5
